省份,城市,河流,流域,断面名称,监测时间,水质类别,水温,pH,pH类别,溶解氧,溶解氧类别,高锰酸钾,高锰酸钾类别,氨氮,氨氮类别,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
辽宁省,朝阳市,大凌河,辽河流域,南大桥,2022-08-11 08:00:00,Ⅱ,27.301,7.84,-,6.39,-,1.9257,-,0.064,-,0.033,4.652,585,30.7,,,正常
辽宁省,抚顺市,社河,辽河流域,台沟,2022-08-11 08:00:00,Ⅱ,22.14,7.81,-,8.03,-,3.217,-,0.025,-,0.0261,3.519,248.5,3.69,,,正常
辽宁省,大连市,碧流河,辽河流域,城子坦,2022-08-11 08:00:00,Ⅱ,24.80241,7.35677,-,6.92722,-,2.28795,-,0.02748,-,0.04774,3.55456,202.9619,19.58598,,,正常
辽宁省,抚顺市,浑河,辽河流域,大伙房水库,2022-08-11 08:00:00,Ⅱ,25.232,7.892,-,7.146,-,2.731,-,0.067,-,0.0222,3.509,207.022,1.881,0.03622,,正常
辽宁省,朝阳市,大凌河西支,辽河流域,大凌河西支入河口,2022-08-11 08:00:00,Ⅱ,20.67,7.862,-,8.67,-,3.6,-,0.025,-,0.077,16.241,978.98,18.638,,,正常
辽宁省,营口市,大清河,辽河流域,大清河口,2022-08-11 08:00:00,Ⅳ,25.27,7.065,-,4.942,-,2.954,-,0.2575,-,0.1045,5.692,428.47,47.086,,,正常
辽宁省,锦州市,女儿河,辽河流域,女儿河入河口,2022-08-11 08:00:00,Ⅲ,24.49,7.825,-,8.3,-,3.44,-,0.025,-,0.1319,12.643,782.41,18.22,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,孤家子,2022-08-11 08:00:00,Ⅱ,26.17,8.144,-,9.134,-,2.69,-,0.028,-,0.037,4.794,445.88,13.107,,,正常
辽宁省,鞍山市,太子河,辽河流域,小姐庙,2022-08-11 08:00:00,Ⅱ,25.114,7.84,-,8.48,-,3.89,-,0.105,-,0.068,4.3266,575,30.9,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,小渔场,2022-08-11 08:00:00,Ⅱ,27.92,7.999,-,9.757,-,2.49,-,0.025,-,0.044,6.778,479.366,14.411,,,正常
辽宁省,沈阳市,辽河,辽河流域,巨流河大桥,2022-08-11 08:00:00,Ⅳ,26.17,7.885,-,7.2,-,6.1394,-,0.025,-,0.14052,2.998,449.5,93.6,,,正常
辽宁省,锦州市,大凌河,辽河流域,张家堡,2022-08-11 08:00:00,Ⅲ,24.46,8.018,-,6.383,-,4.352,-,0.101,-,0.135,8.293,790.47,90.585,,,正常
辽宁省,抚顺市,浑河,辽河流域,戈布桥,2022-08-11 08:00:00,Ⅱ,24.2051,7.8372,-,7.3533,-,2.215,-,0.1335,-,0.0471,3.892,568.2499,4.4435,,,正常
辽宁省,朝阳市,老虎山河,辽河流域,李家湾大桥,2022-08-11 08:00:00,Ⅰ,18.37,7.806,-,9.0487,-,1.0416,-,0.025,-,0.0124,3.4713,548.817,11.7292,,,正常
辽宁省,铁岭市,寇河,辽河流域,松树水文站,2022-08-11 08:00:00,Ⅱ,20.83,7.581,-,8.33,-,3.075,-,0.025,-,0.079,6.582,312.58,27.67,,,正常
辽宁省,铁岭市,柴河,辽河流域,柴河水库入库口,2022-08-11 08:00:00,Ⅱ,22.92,7.401,-,7.167,-,3.26,-,0.066,-,0.08,6.659,371.3,50.1,,,正常
辽宁省,辽阳市,北沙河,辽河流域,河洪桥,2022-08-11 08:00:00,Ⅳ,25.25,7.54107,-,7.001,-,4.149,-,0.1423,-,0.2968,5.932,611.146,93.7533,,,正常
辽宁省,铁岭市,清河,辽河流域,清河水库入库口,2022-08-11 08:00:00,Ⅲ,20.63,7.32,-,7.85,-,3.268,-,0.063,-,0.125,7.229,292.12,41.54,,,正常
辽宁省,铁岭市,清河,辽河流域,清辽,2022-08-11 08:00:00,Ⅲ,22.397,7.788,-,6.24,-,3.54,-,0.025,-,0.1707,7.612,343.6,50.7,,,正常
辽宁省,朝阳市,牤牛河,辽河流域,牤牛河大桥,2022-08-11 08:00:00,Ⅲ,21.23,8.094,-,9.127,-,2.39,-,0.025,-,0.1054,10.661,707.444,141.22,,,正常
辽宁省,锦州市,大凌河,辽河流域,王家沟,2022-08-11 08:00:00,Ⅱ,23.34,7.921,-,7.135,-,2.19,-,0.025,-,0.036,4.312,562.39,19.86,,,正常
辽宁省,葫芦岛市,大凌河,辽河流域,王家窝棚,2022-08-11 08:00:00,Ⅱ,21.44,7.656,-,7.25,-,2.4768,-,0.08,-,0.0663,7.83,508.9,7.6,,,正常
辽宁省,铁岭市,辽河,辽河流域,珠尔山,2022-08-11 08:00:00,Ⅴ,25.74,7.93,-,6.32,-,8.33,-,0.025,-,0.392,3.046,514.4,740.8,,,正常
辽宁省,大连市,登沙河,辽河流域,登化,2022-08-11 08:00:00,Ⅴ,24.3275,7.24892,-,4.82675,-,4.692,-,0.2901,-,0.339,5.088,592.375,26.6076,,,正常
辽宁省,沈阳市,浑河,辽河流域,砂山,2022-08-11 08:00:00,Ⅱ,26.94,8.457,-,12.307,-,3.694,-,0.025,-,0.057,3.992,356.532,17.723,,,正常
辽宁省,朝阳市,大凌河,辽河流域,章吉营,2022-08-11 08:00:00,Ⅱ,25.14,7.9,-,6.08,-,2.6874,-,0.0998,-,0.0866,6.0074,685.2,27.3,,,正常
辽宁省,葫芦岛市,兴城河,辽河流域,红石碑入海前,2022-08-11 08:00:00,Ⅲ,24.87,7.873,-,8.105,-,3.05,-,0.025,-,0.115,8.085,695.449,11.119,,,正常
辽宁省,大连市,英那河,辽河流域,英那河入海口,2022-08-11 08:00:00,Ⅱ,24.4,7.19531,-,7.77697,-,2.46851,-,0.04311,-,0.05948,3.08548,127.5443,17.0724,,,正常
辽宁省,营口市,碧流河,辽河流域,茧场,2022-08-11 08:00:00,Ⅱ,22.5,7.002,-,7.52347,-,2.51163,-,0.0317,-,0.05085,4.16302,220.0246,12.85141,,,正常
辽宁省,沈阳市,蒲河,辽河流域,蒲河沿,2022-08-11 08:00:00,Ⅳ,26.27,7.97,-,4.52,-,6.65,-,0.035,-,0.191,3.0981,553.6,17.1,,,正常
辽宁省,锦州市,小凌河,辽河流域,西树林,2022-08-11 08:00:00,Ⅲ,24.549,8.63,-,6.759,-,3.5549,-,0.03,-,0.153,5.0334,644.12,40.07,,,正常
辽宁省,铁岭市,招苏台河,辽河流域,通江口,2022-08-11 08:00:00,Ⅴ,24.66,7.5,-,5.68,-,11.376,-,0.025,-,0.351,7.369,521.17,587.49,,,正常
辽宁省,沈阳市,辽河,辽河流域,马虎山,2022-08-11 08:00:00,Ⅳ,25.8,7.527,-,6.68,-,7.88,-,0.025,-,0.1862,4.659,471.8,232.9,,,正常
辽宁省,大连市,大沙河,辽河流域,麦家,2022-08-11 08:00:00,Ⅴ,25.5637,6.8925,-,2.68778,-,3.909,-,0.2275,-,0.2039,3.388,325.381,41.8705,,,正常
辽宁省,盘锦市,小柳河,辽河流域,丁家柳河桥,2022-08-11 12:00:00,劣Ⅴ,28.37,7.504,-,5.424,-,12.38,-,0.993,-,0.99,2.705,531.259,5.266,,,正常
辽宁省,大连市,英那河,辽河流域,万泰,2022-08-11 12:00:00,劣Ⅴ,28.17,9.43262,-,11.2018,-,2.4504,-,0.025,-,0.02392,2.389,123.96,7.04127,,,正常
辽宁省,大连市,复州河,辽河流域,三台子,2022-08-11 12:00:00,Ⅳ,27.42463,7.37784,-,5.30759,-,5.21401,-,0.80462,-,0.29734,5.94871,533.9092,7.60558,,,正常
辽宁省,辽阳市,太子河,辽河流域,下王家,2022-08-11 12:00:00,Ⅱ,25.6999,7.43619,-,8.534,-,1.2,-,0.05,-,0.0287,4.145,438.06,14.0062,,,正常
辽宁省,辽阳市,下达河,辽河流域,下达河入汤河水库口,2022-08-11 12:00:00,Ⅱ,25.59,8.338,-,24.378,-,1.309,-,0.025,-,0.0379,4.61,438.335,13.668,,,正常
辽宁省,铁岭市,柴河,辽河流域,东大桥,2022-08-11 12:00:00,Ⅱ,20.38,7.338,-,8.55,-,3.43,-,0.025,-,0.047,6.123,282.86,39.77,,,正常
辽宁省,沈阳市,浑河,辽河流域,东陵大桥,2022-08-11 12:00:00,Ⅲ,25.42,8.228,-,8.412,-,3.17,-,0.164,-,0.1447,5.468,700.6,6.6,,,正常
辽宁省,辽阳市,二道河,辽河流域,二道河水库口,2022-08-11 12:00:00,Ⅱ,22.13,8.42947,-,11.511,-,0.559,-,0.0346,-,0.0303,3.261,397.399,26.7124,,,正常
辽宁省,沈阳市,细河,辽河流域,于台,2022-08-11 12:00:00,Ⅲ,23.48,7.427,-,6.945,-,4.231,-,0.108,-,0.104,6.035,768.182,7.035,,,正常
辽宁省,沈阳市,浑河,辽河流域,于家房,2022-08-11 12:00:00,Ⅳ,19.842,7.881,-,12.69,-,5.3624,-,0.025,-,0.214,3.875,520,61.3,,,正常
辽宁省,铁岭市,亮子河,辽河流域,亮子河入河口,2022-08-11 12:00:00,Ⅳ,25.48,7.669,-,5.13,-,7.682,-,0.0575,-,0.199,4.148,513.826,79.24,,,正常
辽宁省,沈阳市,蒲河,辽河流域,兴国桥,2022-08-11 12:00:00,Ⅲ,25.04,7.726,-,11.085,-,4.636,-,0.08,-,0.0442,4.122,520.856,2.007,,,正常
辽宁省,本溪市,太子河,辽河流域,兴安,2022-08-11 12:00:00,Ⅱ,21.12,7.704,-,7.585,-,2.307,-,0.164,-,0.0557,4.193,428,23.9,,,正常
辽宁省,铁岭市,凡河,辽河流域,凡河一号桥,2022-08-11 12:00:00,Ⅱ,26.7973,8.6335,-,8.4263,-,3.7352,-,0.025,-,0.066,6.8081,398.89,29.9591,,,正常
辽宁省,本溪市,浑江,辽河流域,凤鸣电站,2022-08-11 12:00:00,Ⅱ,21.87,7.3793,-,8.105,-,2.619,-,0.025,-,0.0386,2.829,217.35,21.207,,,正常
辽宁省,鞍山市,太子河,辽河流域,刘家台,2022-08-11 12:00:00,Ⅲ,25.94,7.964,-,8.835,-,3.153,-,0.0574,-,0.121,4.355,527.157,46.439,,,正常
辽宁省,抚顺市,太子河北支,辽河流域,北太子河入观音阁水库口,2022-08-11 12:00:00,Ⅱ,22.8637,8.6851,-,11.3185,-,3.506,-,0.025,-,0.0506,3.5166,221.053,8.6122,,,正常
辽宁省,朝阳市,大凌河,辽河流域,南大桥,2022-08-11 12:00:00,Ⅱ,28.8991,7.91,-,7.41,-,2.0404,-,0.058,-,0.032,4.5465,579.3,18.7,,,正常
辽宁省,抚顺市,社河,辽河流域,台沟,2022-08-11 12:00:00,Ⅱ,25.01,8.17,-,8.76,-,2.7593,-,0.025,-,0.0267,3.5093,248.76,1.86,,,正常
辽宁省,大连市,碧流河,辽河流域,城子坦,2022-08-11 12:00:00,Ⅱ,25.58022,7.44014,-,7.69612,-,2.26589,-,0.025,-,0.04666,3.56844,205.9426,17.55572,,,正常
辽宁省,抚顺市,浑河,辽河流域,大伙房水库,2022-08-11 12:00:00,Ⅱ,25.097,7.837,-,7.173,-,2.485,-,0.072,-,0.0218,3.575,206.944,2.133,0.03626,,正常
辽宁省,朝阳市,大凌河西支,辽河流域,大凌河西支入河口,2022-08-11 12:00:00,Ⅲ,23.71,8.072,-,11.12,-,4.14,-,0.025,-,0.083,16.41,977.57,31.824,,,正常
辽宁省,营口市,大清河,辽河流域,大清河口,2022-08-11 12:00:00,Ⅲ,26.17,7.301,-,6.914,-,3.195,-,0.202,-,0.1051,6.018,428.78,38.732,,,正常
辽宁省,锦州市,女儿河,辽河流域,女儿河入河口,2022-08-11 12:00:00,Ⅲ,25.11,8.061,-,11.99,-,3.72,-,0.025,-,0.125,12.867,785.77,17.52,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,孤家子,2022-08-11 12:00:00,Ⅱ,28.58,8.528,-,14.128,-,3.12,-,0.032,-,0.045,4.632,445.772,18.782,,,正常
辽宁省,鞍山市,太子河,辽河流域,小姐庙,2022-08-11 12:00:00,Ⅱ,25.998,7.937,-,9.21,-,3.89,-,0.111,-,0.067,4.336,571,29.6,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,小渔场,2022-08-11 12:00:00,Ⅱ,32.05,8.275,-,12.717,-,2.42,-,0.025,-,0.043,6.188,474.262,15.168,,,正常
辽宁省,沈阳市,辽河,辽河流域,巨流河大桥,2022-08-11 12:00:00,Ⅲ,26.17,7.84,-,6.98,-,5.9021,-,0.025,-,0.14332,2.91,448.4,96,,,正常
辽宁省,锦州市,大凌河,辽河流域,张家堡,2022-08-11 12:00:00,Ⅲ,25.15,8.032,-,6.748,-,5.768,-,0.091,-,0.16,8.017,796.95,135.469,,,正常
辽宁省,抚顺市,浑河,辽河流域,戈布桥,2022-08-11 12:00:00,Ⅱ,26.24,8.23,-,9.13,-,2.478,-,0.0868,-,0.0464,3.892,559.66,3.52,,,正常
辽宁省,朝阳市,老虎山河,辽河流域,李家湾大桥,2022-08-11 12:00:00,Ⅰ,20.07,8.0309,-,10.6191,-,0.9638,-,0.025,-,0.0116,3.4698,553.31,8.7433,,,正常
辽宁省,铁岭市,寇河,辽河流域,松树水文站,2022-08-11 12:00:00,Ⅱ,21.23,7.721,-,8.98,-,2.93,-,0.025,-,0.075,6.292,309.45,23.73,,,正常
辽宁省,铁岭市,柴河,辽河流域,柴河水库入库口,2022-08-11 12:00:00,Ⅱ,23.76,7.536,-,8.314,-,2.84,-,0.07,-,0.07,6.631,371.9,39.5,,,正常
辽宁省,辽阳市,北沙河,辽河流域,河洪桥,2022-08-11 12:00:00,Ⅳ,26.12,7.61742,-,7.858,-,4.264,-,0.114,-,0.2812,5.702,611.854,88.6196,,,正常
辽宁省,铁岭市,清河,辽河流域,清河水库入库口,2022-08-11 12:00:00,Ⅲ,21.17,8.711,-,8.57,-,3.189,-,0.029,-,0.122,7.045,301.57,41.89,,,正常
辽宁省,铁岭市,清河,辽河流域,清辽,2022-08-11 12:00:00,Ⅲ,22.348,7.802,-,6.18,-,3.49,-,0.025,-,0.163,7.501,343.9,51.4,,,正常
辽宁省,朝阳市,牤牛河,辽河流域,牤牛河大桥,2022-08-11 12:00:00,Ⅲ,23.85,8.069,-,8.708,-,2.38,-,0.025,-,0.1008,10.618,725.719,140.303,,,正常
辽宁省,锦州市,大凌河,辽河流域,王家沟,2022-08-11 12:00:00,Ⅱ,25.61,8.006,-,7.895,-,2.48,-,0.025,-,0.037,4.384,557.26,27.94,,,正常
辽宁省,葫芦岛市,大凌河,辽河流域,王家窝棚,2022-08-11 12:00:00,Ⅱ,23.91,7.945,-,9.51,-,2.5287,-,0.14,-,0.077,7.901,514.3,8.6,,,正常
辽宁省,铁岭市,辽河,辽河流域,珠尔山,2022-08-11 12:00:00,Ⅴ,26.02,7.91,-,6.25,-,8.46,-,0.025,-,0.391,2.994,520.2,1042.1,,,正常
辽宁省,大连市,登沙河,辽河流域,登化,2022-08-11 12:00:00,Ⅴ,26.1864,7.35986,-,6.14476,-,4.791,-,0.2284,-,0.3333,5.019,601.655,24.2914,,,正常
辽宁省,沈阳市,浑河,辽河流域,砂山,2022-08-11 12:00:00,Ⅱ,27.07,8.415,-,12.904,-,3.638,-,0.025,-,0.052,3.883,369.062,16.625,,,正常
辽宁省,朝阳市,大凌河,辽河流域,章吉营,2022-08-11 12:00:00,Ⅱ,26.7756,8.1543,-,8.3689,-,2.41,-,0.047,-,0.0818,5.595,680.723,31.6103,,,正常
辽宁省,葫芦岛市,兴城河,辽河流域,红石碑入海前,2022-08-11 12:00:00,Ⅲ,26.92,8.091,-,10.305,-,2.97,-,0.025,-,0.108,8.314,704.931,8.783,,,正常
辽宁省,大连市,英那河,辽河流域,英那河入海口,2022-08-11 12:00:00,Ⅱ,26.63,7.24361,-,8.20367,-,2.22934,-,0.03686,-,0.05566,2.94352,130.9041,15.47267,,,正常
辽宁省,营口市,碧流河,辽河流域,茧场,2022-08-11 12:00:00,-3,,,-,,-,2.51163,-,0.0317,-,0.05085,4.16302,,,,,维护
辽宁省,沈阳市,蒲河,辽河流域,蒲河沿,2022-08-11 12:00:00,Ⅳ,26.74,7.96,-,11.14,-,6.65,-,0.035,-,0.005,3.098,3,8.8,,,正常
辽宁省,锦州市,小凌河,辽河流域,西树林,2022-08-11 12:00:00,Ⅲ,25.4039,8.6118,-,6.7686,-,3.355,-,0.043,-,0.152,5.527,667.43,35.8602,,,正常
辽宁省,铁岭市,招苏台河,辽河流域,通江口,2022-08-11 12:00:00,Ⅴ,25.26,7.504,-,5.73,-,11.201,-,0.025,-,0.342,7.632,539.09,544.64,,,正常
辽宁省,沈阳市,辽河,辽河流域,马虎山,2022-08-11 12:00:00,Ⅳ,26.18,7.524,-,6.67,-,8.311,-,0.025,-,0.19026,4.688,473.7,265.1,,,正常
辽宁省,大连市,大沙河,辽河流域,麦家,2022-08-11 12:00:00,Ⅴ,26.356,6.91678,-,2.85257,-,3.816,-,0.1967,-,0.2058,3.513,328.793,40.372,,,正常
辽宁省,盘锦市,小柳河,辽河流域,丁家柳河桥,2022-08-11 16:00:00,劣Ⅴ,28.37,7.495,-,4.023,-,11.37,-,1.011,-,1.007,2.675,540.439,4.826,,,正常
辽宁省,大连市,英那河,辽河流域,万泰,2022-08-11 16:00:00,劣Ⅴ,29.15,9.51807,-,12.5012,-,2.59517,-,0.025,-,0.0239,2.3587,125.223,7.04075,,,正常
辽宁省,大连市,复州河,辽河流域,三台子,2022-08-11 16:00:00,Ⅴ,27.18656,7.28973,-,3.80735,-,5.20363,-,0.94078,-,0.30692,6.03307,532.8654,9.34043,,,正常
辽宁省,辽阳市,太子河,辽河流域,下王家,2022-08-11 16:00:00,Ⅱ,25.77,7.35192,-,8.906,-,1.14,-,0.0341,-,0.0308,4.096,439.441,15.9107,,,正常
辽宁省,辽阳市,下达河,辽河流域,下达河入汤河水库口,2022-08-11 16:00:00,Ⅱ,25.83,8.2991,-,19.909,-,1.292,-,0.025,-,0.0363,4.617,442.252,13.608,,,正常
辽宁省,铁岭市,柴河,辽河流域,东大桥,2022-08-11 16:00:00,Ⅱ,21.15,7.447,-,9.14,-,3.34,-,0.025,-,0.045,6.105,282.75,36.7,,,正常
辽宁省,沈阳市,浑河,辽河流域,东陵大桥,2022-08-11 16:00:00,Ⅲ,25.68,8.35,-,9.392,-,2.561,-,0.085,-,0.1435,5.425,695.7,5.8,,,正常
辽宁省,辽阳市,二道河,辽河流域,二道河水库口,2022-08-11 16:00:00,Ⅱ,24.94,8.54526,-,11.39,-,0.698,-,0.0349,-,0.0316,3.123,383.974,26.7273,,,正常
辽宁省,沈阳市,细河,辽河流域,于台,2022-08-11 16:00:00,Ⅲ,23.75,7.494,-,7.132,-,4.226,-,0.123,-,0.108,6.132,773.166,6.372,,,正常
辽宁省,沈阳市,浑河,辽河流域,于家房,2022-08-11 16:00:00,Ⅳ,19.895,7.964,-,13.13,-,5.56,-,0.025,-,0.214,3.761,517.6,58.1,,,正常
辽宁省,铁岭市,亮子河,辽河流域,亮子河入河口,2022-08-11 16:00:00,Ⅳ,26.24,7.88,-,6.86,-,7.577,-,0.0522,-,0.207,4.087,511.062,78.14,,,正常
辽宁省,沈阳市,蒲河,辽河流域,兴国桥,2022-08-11 16:00:00,Ⅱ,26.3,7.859,-,10.24,-,3.462,-,0.072,-,0.0497,3.638,528.386,2.771,,,正常
辽宁省,本溪市,太子河,辽河流域,兴安,2022-08-11 16:00:00,Ⅱ,21.54,7.8,-,7.988,-,2.2896,-,0.142,-,0.0546,4.154,416.8,27.2,,,正常
辽宁省,铁岭市,凡河,辽河流域,凡河一号桥,2022-08-11 16:00:00,Ⅱ,27.03,8.766,-,9.51,-,3.43,-,0.025,-,0.059,6.747,393.3,28.08,,,正常
辽宁省,本溪市,浑江,辽河流域,凤鸣电站,2022-08-11 16:00:00,Ⅱ,22.74,7.4983,-,8.307,-,2.292,-,0.025,-,0.0393,3.039,227.88,19.823,,,正常
辽宁省,鞍山市,太子河,辽河流域,刘家台,2022-08-11 16:00:00,Ⅲ,26.29,8.05,-,9.973,-,3.235,-,0.0537,-,0.119,4.354,527.171,50.024,,,正常
辽宁省,抚顺市,太子河北支,辽河流域,北太子河入观音阁水库口,2022-08-11 16:00:00,Ⅱ,23.88,8.76,-,10.5,-,3.962,-,0.025,-,0.0504,3.516,221.35,9.84,,,正常
辽宁省,朝阳市,大凌河,辽河流域,南大桥,2022-08-11 16:00:00,Ⅱ,29.837,8.13,-,9.89,-,1.9903,-,0.057,-,0.031,4.451,579.3,23.7,,,正常
辽宁省,抚顺市,社河,辽河流域,台沟,2022-08-11 16:00:00,Ⅱ,24.66,8.04,-,7.76,-,3.243,-,0.025,-,0.0259,3.375,249.28,4.7,,,正常
辽宁省,大连市,碧流河,辽河流域,城子坦,2022-08-11 16:00:00,Ⅱ,26.18188,7.51988,-,8.18739,-,2.42516,-,0.025,-,0.04711,3.64978,206.6958,23.52961,,,正常
辽宁省,抚顺市,浑河,辽河流域,大伙房水库,2022-08-11 16:00:00,Ⅱ,24.935,7.593,-,7.073,-,2.725,-,0.071,-,0.0198,3.615,207.156,1.878,0.0344,,正常
辽宁省,朝阳市,大凌河西支,辽河流域,大凌河西支入河口,2022-08-11 16:00:00,Ⅲ,26.23,8.001,-,11.35,-,4.93,-,0.025,-,0.081,16.351,966.94,26.974,,,正常
辽宁省,营口市,大清河,辽河流域,大清河口,2022-08-11 16:00:00,Ⅱ,26.51,7.4,-,7.682,-,3.126,-,0.1943,-,0.0971,6.029,427.62,36.464,,,正常
辽宁省,锦州市,女儿河,辽河流域,女儿河入河口,2022-08-11 16:00:00,Ⅲ,25.24,7.979,-,10.62,-,3.46,-,0.025,-,0.1232,12.84,794.44,17.1,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,孤家子,2022-08-11 16:00:00,Ⅱ,29.55,8.597,-,15.086,-,2.85,-,0.034,-,0.041,4.684,445.53,16.399,,,正常
辽宁省,鞍山市,太子河,辽河流域,小姐庙,2022-08-11 16:00:00,Ⅱ,26.469,8.116,-,10.71,-,3.59,-,0.128,-,0.071,4.147,568.6,26.2,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,小渔场,2022-08-11 16:00:00,Ⅱ,31.23,8.425,-,12.087,-,2.29,-,0.025,-,0.043,5.814,460.347,14.788,,,正常
辽宁省,沈阳市,辽河,辽河流域,巨流河大桥,2022-08-11 16:00:00,Ⅳ,27.01,8.133,-,9.42,-,6.0974,-,0.025,-,0.13895,2.939,447.1,84.6,,,正常
辽宁省,锦州市,大凌河,辽河流域,张家堡,2022-08-11 16:00:00,Ⅲ,25.76,8.078,-,7.147,-,4.569,-,0.093,-,0.139,8.185,800.07,93.003,,,正常
辽宁省,抚顺市,浑河,辽河流域,戈布桥,2022-08-11 16:00:00,Ⅱ,26.655,8.4782,-,10.8282,-,2.66,-,0.0873,-,0.0451,,552.2664,4.061,,,维护
辽宁省,朝阳市,老虎山河,辽河流域,李家湾大桥,2022-08-11 16:00:00,Ⅰ,21.53,7.9538,-,9.8495,-,1.0031,-,0.025,-,0.0116,3.3026,548.115,14.0236,,,正常
辽宁省,铁岭市,寇河,辽河流域,松树水文站,2022-08-11 16:00:00,Ⅱ,23.25,7.84,-,10.2,-,3.321,-,0.025,-,0.083,6.477,307.94,29.18,,,正常
辽宁省,铁岭市,柴河,辽河流域,柴河水库入库口,2022-08-11 16:00:00,Ⅱ,24.96,7.525,-,8.599,-,2.86,-,0.069,-,0.059,6.732,374.9,43.3,,,正常
辽宁省,辽阳市,北沙河,辽河流域,河洪桥,2022-08-11 16:00:00,Ⅳ,26.56,7.68087,-,8.173,-,4.133,-,0.0952,-,0.2688,6.064,607.52,84.5702,,,正常
辽宁省,铁岭市,清河,辽河流域,清河水库入库口,2022-08-11 16:00:00,Ⅳ,24.12,7.788,-,9.14,-,3.583,-,0.285,-,0.21,7.623,305.82,40.56,,,正常
辽宁省,铁岭市,清河,辽河流域,清辽,2022-08-11 16:00:00,Ⅲ,22.292,7.82,-,6.45,-,3.24,-,0.025,-,0.155,7.655,340.9,53.3,,,正常
辽宁省,朝阳市,牤牛河,辽河流域,牤牛河大桥,2022-08-11 16:00:00,Ⅲ,26.29,8.019,-,8.598,-,2.32,-,0.025,-,0.1039,10.843,725.998,144.264,,,正常
辽宁省,锦州市,大凌河,辽河流域,王家沟,2022-08-11 16:00:00,Ⅱ,27.45,8.117,-,8.611,-,2.48,-,0.025,-,0.036,4.221,553.78,25.99,,,正常
辽宁省,葫芦岛市,大凌河,辽河流域,王家窝棚,2022-08-11 16:00:00,Ⅱ,24.753,7.9472,-,9.3005,-,2.57,-,0.23,-,0.0867,8.1133,517.208,7.8923,,,正常
辽宁省,铁岭市,辽河,辽河流域,珠尔山,2022-08-11 16:00:00,劣Ⅴ,26.58,7.97,-,6.97,-,8.62,-,0.025,-,0.45,3.305,526.4,705.6,,,正常
辽宁省,大连市,登沙河,辽河流域,登化,2022-08-11 16:00:00,Ⅴ,27.5198,7.43569,-,6.72608,-,4.952,-,0.1793,-,0.3602,5.024,606.777,23.8368,,,正常
辽宁省,沈阳市,浑河,辽河流域,砂山,2022-08-11 16:00:00,Ⅱ,27.61,8.774,-,11.285,-,3.721,-,0.025,-,0.06,4.101,362.799,23.692,,,正常
辽宁省,朝阳市,大凌河,辽河流域,章吉营,2022-08-11 16:00:00,Ⅱ,28.82,8.45,-,9.79,-,2.21,-,0.025,-,0.078,5.212,658.8,34.3,,,正常
辽宁省,葫芦岛市,兴城河,辽河流域,红石碑入海前,2022-08-11 16:00:00,Ⅲ,27.89,8.2,-,10.694,-,2.93,-,0.025,-,0.103,8.438,722.086,8.186,,,正常
辽宁省,大连市,英那河,辽河流域,英那河入海口,2022-08-11 16:00:00,Ⅱ,28.65,7.49082,-,8.80276,-,2.22569,-,0.03154,-,0.05731,2.92895,132.9821,12.58462,,,正常
辽宁省,营口市,碧流河,辽河流域,茧场,2022-08-11 16:00:00,Ⅱ,26.06,7.47097,-,8.84596,-,1.84012,-,0.03062,-,0.05747,4.13167,216.2087,10.87611,,,正常
辽宁省,锦州市,小凌河,辽河流域,西树林,2022-08-11 16:00:00,劣Ⅴ,25.786,9.099,-,10.087,-,3.8017,-,0.025,-,0.144,5.527,658.5,25.73,,,正常
辽宁省,铁岭市,招苏台河,辽河流域,通江口,2022-08-11 16:00:00,Ⅴ,26.34,7.526,-,6.01,-,10.801,-,0.025,-,0.318,7.764,566.28,528.87,,,正常
辽宁省,沈阳市,辽河,辽河流域,马虎山,2022-08-11 16:00:00,Ⅳ,26.89,7.557,-,6.76,-,8.395,-,0.025,-,0.18399,4.611,486,215.1,,,正常
辽宁省,大连市,大沙河,辽河流域,麦家,2022-08-11 16:00:00,Ⅳ,26.7385,6.94703,-,3.22812,-,3.874,-,0.1734,-,0.2008,3.516,331.761,39.1245,,,正常
辽宁省,盘锦市,小柳河,辽河流域,丁家柳河桥,2022-08-11 20:00:00,劣Ⅴ,27.88,7.417,-,2.337,-,11.64,-,1.164,-,1.022,2.677,553.163,5.24,,,正常
辽宁省,大连市,英那河,辽河流域,万泰,2022-08-11 20:00:00,劣Ⅴ,26.92,9.26629,-,9.34546,-,2.51206,-,0.025,-,0.02553,2.44271,122.049,7.53366,,,正常
辽宁省,大连市,复州河,辽河流域,三台子,2022-08-11 20:00:00,Ⅳ,27.40901,7.2745,-,3.50736,-,4.71041,-,0.7556,-,0.2526,5.59013,546.8784,10.69494,,,正常
辽宁省,辽阳市,太子河,辽河流域,下王家,2022-08-11 20:00:00,Ⅱ,25.6927,7.53802,-,8.821,-,1.168,-,0.0294,-,0.0316,4.081,441.639,16.4622,,,正常
